"id","text","topics","complexity","quality_score","structural_elements","num_parties","case_references"
"9","Kylesberg Corporation (KC) owns the recipes for several internationally popular specialty beers. It is financially secure. In its plans to conquer the Singapore market, it enters a unique commercial arrangement with Ah Boey Company (AB) in which KC is clearly the 'boss'. In their contractual documents AB is referred to as an 'independent contractor' of KC. AB will build a brewery in Singapore and produce KC's specialty beers. The arrangement ties AB down to the very specific and detailed instructions of KC regarding every aspect of production, including the look of the bottles and quality control. KC will supply the supervisors while AB's staff will only serve in subordinate positions. In all aspects of management and production AB agrees to a clearly subservient role and will serve KC's demands. AB never learns of KC's recipes. AB agrees to a clearly subservient role and will serve KC's demands in all aspects of management and production. AB appoints CanDo (CD), a firm of building contractors, to construct the brewery according to AB's specifications. Planning approval is obtained for the construction of a brewery within an area zoned for mixed uses, next to some houses where people have been living for a while. When the construction is nearing completion, the workers of CD accidentally cut an underground optical fibre that ran under the building site and continued into the neighbouring houses. There is no carelessness by the workers of CD as the owner of the optical fibre (i.e., the internet service provider) had not encased the optical fibre with metal, as it should have. **Wong** rents and lives in one of the houses. He loses his internet service and cannot play online games for the next 3 weeks which is the time it took the internet service provider to replace its damaged optical fibre. Wong is incensed at CD as he was just about to win an intense gaming battle with his 'friends' overseas. Wong wants to take action against CD because 'even if they were not careless in cutting the optical fibre, they are strictly liable to me'. One week after the brewery started brewing operations, a fire breaks out. The cause of the fire is not known. There are several large liquid gas cylinders stored in the brewery. The fire causes one cylinder to explode, resulting in a massive fire that spreads beyond the brewery to the neighbouring house. **Tan** owns the neighbouring house. It is damaged by the fire. Tan wants KC to shut down the brewing operations until safety features 'that meet the highest industry standards' are installed and he also wants compensation for the damage to his house. Tan wants to take action against the big international firm, KC, instead of the small local company, AB. AB discovers that CD did not meticulously follow AB's specifications. The floor of the brewery is not capable of bearing the weight required in a brewery. The floor is not unsafe, and it would have sufficed for most purposes. It is, nevertheless, defective because the floor cannot securely hold all the heavy equipment needed in a brewery. AB wants to know what type of 'harm' a defective floor is, and whether the builder CD owes AB a duty of care with respect to such harm resulting from their construction. Advise the parties: (a) Wong, as to what tort(s), if any, CD has committed against him; (b) Tan, as to the alternative bases, if any, upon which he may successfully argue that KC is liable to him for damage from the fire. Then, assuming Tan can successfully argue that KC is liable to him, what remedy or remedies, if any, Tan may expect a court to order in his favour; and (c) AB as to how their harm is characterised by the law of torts and whether AB is likely to succeed in arguing that the CD owed AB a duty of care with respect to such harm.","negligence|vicarious_liability|trespass_to_land|strict_liability|private_nuisance|consent_defence|causation|remoteness|duty_of_care|standard_of_care","5","0.9","parties|scenario|legal_issues|complications|defences","6",""
"10","In 2000, Bong started a dating application company known as 'Dicks'. In 2022, Bong reached out to Gong, a successful software developer at Google. In their meeting, Bong said 'I assure you if you leave Google, I will give you a higher pay and better clients with Dicks. There's no point staying at Google anyway since you aren't paid very well.' Gong left and pondered over the offer. A month later, Gong approached his supervisor, Dong, and informed him that he was submitting his resignation. Dong was secretly satisfied with Gong's resignation, as he felt that Gong was not performing very well in recent months. In fact, three months prior to the resignation, a member of Gong's team made a mistake in the software that Google was developing for a client, costing Google millions. While the incident report stated that Gong was responsible for the wrongdoing, the report acknowledged that the mistake ultimately lied on Gong's subordinate for his oversight in a patch. Subsequently, Gong reached out to Bong to accept his previous offer, where Bong indicated his interest to speak with Gong's prior supervisor about his performance before signing the employment contract. Gong obliged and provided Bong with Dong's contact. However, things turned sour when Dong told Bong that Gong had costed Google millions in the past months due to his oversight and poor performance. Bong hurriedly told Gong that he would not be proceeding with the employment, and blocked Gong. Gong was extremely dejected, and went for a walk at a nearby street to clear his mind. During his walk, Joelle, an air-con contractor from France, was fixing an air conditioning unit in a building. Gong had not noticed due to a lack of any signage on the ground floor, and stood directly below the air-con unit as he made a call to more recruiters. Joelle told Serena, her supervisor, to remain downstairs to guide passers-by away from the street as she noticed Gong speaking on the phone. While Serena was making her way down, Joelle dropped a hammer from the 6th floor. Due to her surprise, Joelle shouted in her native language, French, to tell Gong to move out of the way. Unfortunately, as he did not understand French, Gong instead looked up and was hit directly in the face by the hammer. Gong is now extremely upset, as he feels that the events had occurred as a result of bad decisions, and wants to take action against the parties. Advise Gong on any potential civil action he may undertake against the parties.","negligence|causation|remoteness|battery|harassment|defamation|vicarious_liability","4","0.82","parties|scenario|legal_issues|complications","5",""
"11","David brought Charles, his 80-year old father, for a medical check-up. The results showed that the latter had heart problems. David then brought Charles to see Dr Tang, a leading cardiologist attached to the Stamford Medical Group (SMG). Dr Tang is a consultant with SMG. He gives SMG half of his professional fees and, in return, is provided with a clinic as well as administrative and medical support whenever operations needed to be performed. After some checks, Dr Tang told David that Charles’ arteries were severely blocked and that a bypass was urgently required. Charles was initially reluctant to undergo a bypass. David asked about complications and risks surrounding the operation, to which Dr Tang, not wanting to deter David or Charles from a much- needed surgery for Charles, replied: ‘There are risks but the chances of success are good’. David translated the reply into a Chinese dialect (Hokkien) for his father. Charles felt reassured and agreed to go ahead with the bypass. Dr Tang also thought that it would not be necessary to give any further details concerning the operation since Charles is illiterate. A week later, the bypass was carried out at an operating theatre owned by SMG. The anaesthetist, Dr Lim, who is employed by SMG, had given the wrong dosage of anaesthetic to Charles. An hour into the operation, complications arose as Charles was not properly sedated and the correct dosage of anaesthetic had to be administered mid-way. As a result, the operation was delayed. Eventually, despite the best efforts of the operating team, Charles passed away. David is distraught and wishes to sue Dr Tang and SMG. He is also upset that Dr Tang did not warn him that the operation mortality rate for a patient of his father’s age and health condition is about 15%. Advise David. In his sadness and anger, David sent the following message to his Whatsapp chatgroup of 30 school friends, saying: ‘I’m devastated by my father’s death! Dr Tang assured me the operation would be fine and now my dad is gone. What kind of an expert is Dr Tang?!’ One member of the chatgroup, Jim, replied: ‘Must be that Dr Tang, the cardiologist from SMG?!’ John, another member of the chatgroup, posted David’s message as a news item on Heart-To-Heart, an online forum administered by a non-profit organisation “Heart Truths” for those interested in cardiology, adding the heading – ‘Son mourns father’s death from heart surgery’. Dr Tang learns of the posting from a fellow doctor and is furious that he has been maligned. As if these troubles were not enough, Dr Tang laments that since a month ago, each time he goes home for a quick lunch and a power nap, he is disturbed by the noise from Higher Notes, a music studio. Dr Tang lives in a semi-detached house where across the road is a row of shophouses. Higher Notes has been operating in one of the shophouses for 5 years now but, of late, it expanded its programmes beyond conducting lessons for piano, violin and classical guitar, and conducts lessons for drums and percussion as well. His wife, who works from home, is also disturbed by the noise from the drums and percussion instruments which last till the evening. Dr Tang wonders if he has any legal redress. Advise Dr Tang of his legal rights and remedies under tort law.","negligence|duty_of_care|standard_of_care|causation|remoteness|vicarious_liability|defamation|consent_defence|private_nuisance","4","0.88","parties|scenario|legal_issues|complications|defences","5",""
"12","Pan was 18 when he arrived in Singapore 6 months ago. He needed cash to pay the remaining portion of tuition fees for his upcoming course at the university and read an advertisement of a social media company (MediaX) seeking students to filter Internet content in order to ensure compliance with the company's Internet guidelines. MediaX offered good hourly-rated payment for the first 10 hours of work and overtime pay for work exceeding the 10 hours at twice the rate. Workers were required to give a 2-week notice to stop work. Pan applied for and secured work at MediaX. The hours were long, from 8 am to 11 pm (with a half-hour lunch break) from Monday to Saturday. His job was to filter content from videos, pictures and postings. According to MediaX guidelines, he had to delete postings that contain obscene, violent, lewd, or indecent pictures, videos, words or gestures based on a list of categories. The volume of posting he had to view each day was substantial. It worked out to Pan having to make a decision on a posting every 5 seconds. Pan complained to his fellow workers about dizziness and insomnia after 2 months and this was known to MediaX. Pan was paid handsomely for his work at MediaX. MediaX also owned an old single-storey factory on its land which it had leased to PrintX. The 10-year lease for the factory will soon expire. It stored heavy equipment for the purpose of printing books and magazines. Peter, an employee of PrintX, was responsible to work the printing equipment. Unknown to MediaX and PrintX, embedded within the walls of the old factory was a type of building material which released tiny particles of invisible dust when the paint started to flake from wear and tear. The invisible dust would probably not have been detected by experts in the construction industry. Peter, who had worked there for close to 8 years, started to suffer from bouts of coughing and dry throat a year ago. When Peter consulted Dr Dong, the latter informed him that his condition was just a temporary inflammation of the larynx. He was given antibiotics and told to rest his voice-box. Though doctors in Singapore would not be aware of the existence of the dust, a group of doctors in Singapore would, in any event, have required Peter to undergo a lung test to make sure that the passageway to his lungs was clear. A year later, it was discovered, to the surprise of respiratory specialists in Singapore, that Peter had contracted pneumoconiosis from the dust he was exposed to at the workplace. Adjacent to the side of the factory with a window and separated by a partition fence was a plot of land owned by Proctor. He had built a small house for his family and they had moved in next to the factory two years ago. His wife and daughter Penelope have started to experience fits of coughing and throat irritation. Proctor is worried about their condition and wishes to take legal action. To signal the company's complete shift from print to Internet media, MediaX engaged Publico (event organisers) to hold a launch with a fireworks display and a costume parade. Guests were invited to dress up in costumes and props resembling media celebrities. The costumes and props were obtained by Publico. MediaX specifically requested Publico's employee, Prakash, to obtain a special luminous make-up for the guests' faces and bodies to improve the authenticity of the performance. Prakash mistakenly used luminous make-up that were flammable when exposed to heat. As it turned out, the heat generated by the fireworks was so intense during the climax of the performance, that it ignited the make-up causing some guests to suffer burns. A week into classes, Pan continued to experience dizziness and insomnia. His attempts to sleep at night were often disrupted by the images which he had been exposed to at MediaX. Pan visited his ex-colleagues at MediaX and informed them of the adverse effects he was suffering and added: 'You should stop work at MediaX immediately before it is too late! Do warn the others too' Ling heeded Pan's advice and decided to quit on the same day. Subsequently, Pan was diagnosed as having post-traumatic stress disorder. On an Internet platform administered by MediaX, an anonymous person posted a lewd picture of a notoriously ugly monster (known as Nasty) and remarked that Prim - a prim and proper female user of the social media platform - was 'like Nasty's clone!' The post went viral. It was only when Prim highlighted the issue to the MediaX administrator 2 weeks later that the latter removed the posting. By that time, Prim was furious and wanted to sue MediaX. The public relations manager at MediaX explained that the volume of posts had increased considerably in the past months and they have been actively recruiting staff to moderate the content. Advise the parties on their rights and remedies under Singapore tort law.","negligence|duty_of_care|standard_of_care|causation|remoteness|vicarious_liability|private_nuisance|defamation|psychiatric_harm","5","0.9","parties|scenario|legal_issues|complications|defences","6",""
"13","Two days ago, the Singapore Science & Technology University (SSTU) celebrated its 25th anniversary by having an Open House on its campus. The activities included 'live' experiments, talks, showcasing of research and works of faculty and students, and games and activity booths by student clubs. There was a modest entrance fee of $2 and visitors were given a goodie bag. A star attraction was the 'live' demonstration by Albert (a renowned professor of chemistry), of a new chemical compound he had discovered. Another attraction was the student's club U & the Primates (U&P), brought a primate named Ming Ming to the Open House. Ming Ming was minded by two U&P members, James and John, who volunteered regularly at the zoo and were familiar with Ming Ming and vice-versa. The Open House turned out to be quite a disaster. As Albert was doing his 'live' experiment and mixing several chemicals in a huge glass container, there was an explosion. As a result, several members of the audience were injured by the glass fragments, including Huckle, who had sneaked into the Open House without buying a ticket. Ming Ming happened to be walking nearby, and the explosion and its accompanying commotion frightened her, sending her on a rampage, in the course of which she damaged several valuable paintings (owned by Pierre) displayed at a nearby booth before her minders managed to calm her down. Jamie, a reporter with NNS (News Now Sg), who was covering the Open House, rushed to the scene to find out what was happening. One person she spoke to was David Tan, a scientist from a competitor university. David said: 'Well, this prof was doing a live experiment and mixing several substances when there was an explosion which injured several persons. How irresponsible of the prof and the university to allow such a dangerous experiment to be done in public!' Another interviewee was Mr Lim, whose daughter was injured in the explosion. Mr Lim said angrily: 'What kind of university is this – conducting experiments without making sure that everything is safe! Who would dare to send his child to such a university?!' An hour later, the NNS website carried a 'Breaking News' report which included the two quotations. Albert was very troubled by the explosion incident. He was also upset as he had done this experiment successfully several times and believed that the glass container supplied to him by Hourglass Pte Ltd did not comply with his required specifications. In an emergency meeting with his Dean and his Provost that afternoon, he was berated over this fiasco and his attempted explanation fell on deaf ears. To drown his sorrows, Albert had a drink at the pub that evening. There he met his good friend, Peter, the Provost at Singapore National University (SNU). After hearing Albert’s sorrows, Peter said: 'Why don’t you join us? As you know, you are always welcome at SNU.' The next morning, Albert called Peter to express his interest to join SNU and Peter was delighted. After the conversation, Albert emailed his Dean and his Provost, informing them that he is leaving SSTU in 2 weeks’ time. Advise on the rights and liabilities (including defences, where relevant) of the various parties under the law of torts.","negligence|duty_of_care|standard_of_care|causation|remoteness|vicarious_liability|defamation","4","0.88","parties|scenario|legal_issues|complications","6",""
"14","Mach One Pte Ltd, a company incorporated in Singapore, has purchased a large plot of land in the western part of Singapore and has converted the plot into a race track for motorcycle racing. Since 2014, the races have taken place every weeknight as well as during weekends from 9 pm to 12 midnight. During race days, various booths which sell food and beverages, motoring paraphernalia and magazines would be set up to cater to the race participants and spectators. A fee of $20 and $10 per entry is charged for each participant and spectator respectively. The director of Mach One, Mr Shoemaker, has arrived from the United Kingdom in 2015 to operate and manage the business at the race track. He is an expert in motorcycling races. Racing has been his one and only passion and career since he left school. Pritam was selling satay at the Esplanade Food Hub and paying a rental charge of $5000 per month to Marketplace Pte Ltd, the owner and operator of the premises. He is the only satay seller at the Esplanade Food Hub. Foreigners and locals alike crave for his special satay sauce which contained a potent combination of spices and vinegar. Shoemaker approached Pritam in 2015 to set up a food stall selling satay during race days. When Pritam told him that business was brisk at the Esplanade Food Hub, Shoemaker said, “With the fever and excitement in Singapore, my sense is that night motorcycle racing is here to stay. I strongly believe your satay sales will certainly surpass many times the meagre rental you have to pay me. Definitely more than what you earn here. I will just charge you a rental of $3000 per month.” Pritam decided to move his stall to the Mach One race track. It was reported in the newspapers that Marketplace was “disappointed” that Pritam has decided to move to Mach One. The crowd at Esplanade Food Hub had dwindled considerably in the subsequent few months. Pearline's son, Paul, was an avid racer. Pearline had often tried to dissuade Paul, who was 18 years old, from participating in motorcycling races due to the risks involved. Pearline was after all an actuarial analyst who assessed risks on a regular basis for an insurance firm. But Paul had a mind of his own. Pearline reluctantly agreed and decided to support him by attending one of his races. During the race, as the motorcyclists were negotiating a bend for the last stretch of the race, Donny suddenly cut into Paul's path resulting in the latter having to swerve immediately to avoid Donny. However, it was too late as Paul lost his balance and his motorcycle skidded away, crashing against the side boards. Pearline did not witness the accident as she had to bring her youngest child to the wash room at that time. However, when she returned to the spectator's stand, she saw on the TV screen, which was projected to the spectators at the race tracks, that her son's legs were trapped under the motorcycle as the race track staff rushed to extricate him. Pearline accompanied Paul to the hospital in an ambulance. It transpired that Paul had to amputate his leg and fix a prosthetic leg. Pearline was later diagnosed with severe depression and had to undergo full therapy for a year. Pierre Tan and his family resided in a bungalow about 70-80 metres away from the west-gate of the race track. Most of the buildings nearby were factories and warehouses. Pierre had complained to Mach One about the noise and fumes from the race track during races. During the races, the announcements made through the loudspeakers, the rumble of the motorcycles as they course around the tracks and the fumes from the motorcycles are particularly unnerving for the Tans. Moreover, Pierre Junior, who was only 9 years old, suffered from allergic reactions to the accumulation of fumes emitted during race days. With regard to Peter’s complaints, Shoemaker responded that Mach One has been given permission by the authorities in charge of the western district to set up and operate the race track. Subsidiary legislation promulgated under the Motorcycling Racing Track Licensing Act authorises the Motorcycle Racing Authority (MRA) to grant business licenses to private entities. Shoemaker also stated quite curtly to Peter, “nobody asked you guys to move here. You moved here knowing full well that this is going to be a race track!” Mach One had stacked their tyres next to the partition at the east-end of the race track which adjoined a factory owned by Peng Trading, a sole proprietor. During one of the afternoons when there was no race, a few youths entered the race compound, lighted a fire and set the tyres near the partition ablaze. They were seen fleeing from the race track premises when the fire started. Unfortunately, due to the strong winds at that time, the fire spread to Peng Trading’s factory and destroyed its carpentry workshop. As a result, Peng had to abandon three projects to construct wardrobes and other furniture for clients. One of the youths was identified by an eye-witness as Mark Lim who was the son of the managing director of Marketplace Pte Ltd, Richard Lim. However, when asked by the press, Mark denied he was ever at the race track. Whilst police investigations were ongoing, one of Mark’s schoolmates Danny posted on his personal blog as follows: “Fire at Mach One: there is no smoke without fire, you know. Mark my words!” When Shoemaker was interviewed by a TV channel, Singapore News Channel, about the fire, he said, “Business is like a race. Sometimes you win, sometimes you lose. There is no reason to destroy someone’s property just because you cannot persuade your own stall-owners to stay put. He will have to pay for this.” A few days later, Singapore News Channel reported that Mark was not present at the race track and the other youths could not be identified. After having set up his satay stall at the Mach One race track for four months, Pritam was disappointed that his satay business was only breaking even. Despite the crowds at the race track, they could not be compared to those at the Esplanade Food Hub. He longed to return to Esplanade Food Hub as soon as possible but he found out that the contract with Mach One obliges him to continue business at the races for at least eight more months. When Pritam enquired from Shoemaker as to why the satay sales were not what he had promised, Shoemaker replied brusquely, “you have to do your own calculations, Pritam. Don’t expect me to do them for you!” Pritam also discovered that the other food stalls of a similar size were paying significantly lower rental fees to Mach One. Advise the various parties of their legal rights and remedies under Singapore tort law.","negligence|duty_of_care|standard_of_care|causation|remoteness|private_nuisance|vicarious_liability|defamation|consent_defence","5","0.92","parties|scenario|legal_issues|complications|defences|timeline","7",""
"15","Last Halloween, Resorts City Sembawang (“RCS”) ran a special theme throughout the entire resort that celebrated the spirit (or should I say spirits?) of the season. Part of this was a huge, unprecedented Haunted House (about the size of a football field) that we constructed on our resort grounds, in the middle of the amusement park. It was truly a sight to behold. At every corner of the maze were ghosts, dragons, skeletons, zombies, jumpscares, what have you. The attraction was only open to teenagers 18 and up, for obvious reasons. They placed bouncers on site to ensure this. Unfortunately, a number of people who entered the House were harmed. There are three archetypal claimants in particular. First, Tom is 35 year old computer engineer at Macrosoft. He visited the House on 31 Oct with his then girlfriend Sarah. Internal CCTV footage (hidden in the House, for safety reasons) show that Tom was really quite unmoved throughout the entire thing. He even laughed at a few scares. But Sarah was scared out of her wits. Upon leaving the House Sarah was seen gesturing aggressively at Tom. Tom’s lawyer’s letter states that this was the reason they broke up. Within a week Tom developed break-up induced grief disorder, which is a recognised psychiatric injury. Second, Timmy is a 14 year old kid who stole his sister Maven’s ID to make it through our bouncers. The House was obviously too much for the kid. On CCTV he was seen darting from corner to corner. Eventually he was seen hiding in a corner, curled up into a ball, hands covering his ears, and crying. It was only until three hours later that Maven found him in that corner and dragged him out. Timmy was apparently diagnosed with PTSD, an RPI, shortly thereafter. The third claimant is Maven herself. She is 23. She was very worriedly asking for Timmy all around the resort. In the House, she looked truly worried. She searched for Timmy for about one and a half hours, during which some of the scares also caught her completely off-guard. In her demand letter, she notes that the entire experience was truly traumatising and blames us for not making it easy for people who get too scared to exit. She also blames RCS for how difficult it was to find Timmy in the maze. Maven allegedly developed an RPI shortly thereafter as well. As further background, this is the general holding structure for RCS. The overall parent is RCS Pte Ltd, which owns the entire property. The amusement park portion is leased to RCS (Amusement) Pte Ltd (“RCSA”), a fully-owned subsidiary which runs the amusement park. The Haunted House was a collaboration between RCSA and Safe Houses Pte Ltd, an external vendor. Under the agreement, RCSA would provide the personnel necessary to run the attraction. That is, the bouncers, ghosts, zombies, etc, were played by RCS’s own staff. Meanwhile, Safe Houses provided all the logistical supporting, including the House itself, the set up, and all safety equipment (such as fire extinguishers). Safe Houses was also responsible for training RCS’ personnel on how to run the Haunted House, including on the best ways to scare people.","negligence|duty_of_care|standard_of_care|causation|remoteness|psychiatric_harm|private_nuisance|vicarious_liability|consent_defence","4","0.88","parties|scenario|legal_issues|complications|defences","5",""
